Sequence_ID,GC_Content
lcl|U00096.3_cds_AAC73631.1_519,54.33
lcl|U00096.3_cds_AAC73632.2_520,44.57
lcl|U00096.3_cds_AAC73633.1_521,42.57
lcl|U00096.3_cds_AAC73634.1_522,47.81
lcl|U00096.3_cds_AAC73635.2_523,45.53
lcl|U00096.3_cds_AAC73636.1_524,50.0
lcl|U00096.3_cds_AAC73637.1_525,36.65
lcl|U00096.3_cds_AAC73638.1_526,46.91
lcl|U00096.3_cds_b0542_527,50.0
lcl|U00096.3_cds_AAC73641.2_528,50.0
lcl|U00096.3_cds_AAC73642.1_529,55.13
lcl|U00096.3_cds_AAC73644.1_530,41.14
lcl|U00096.3_cds_AYC08182.1_531,24.67
lcl|U00096.3_cds_AAC73645.1_532,35.56
lcl|U00096.3_cds_AAC73646.1_533,42.39
lcl|U00096.3_cds_AAC73647.1_534,36.22
lcl|U00096.3_cds_ABP93435.1_535,49.02
lcl|U00096.3_cds_AAC73648.1_536,50.44
lcl|U00096.3_cds_AAC73649.1_537,48.54
lcl|U00096.3_cds_AAC73650.1_538,53.26
lcl|U00096.3_cds_AAC73651.1_539,53.17
lcl|U00096.3_cds_ABD18639.1_540,47.52
lcl|U00096.3_cds_AAC73652.1_541,42.97
lcl|U00096.3_cds_b0553_542,44.17
lcl|U00096.3_cds_AAC73653.2_543,55.05
lcl|U00096.3_cds_AAC73655.1_544,47.69
lcl|U00096.3_cds_AAC73656.1_545,47.59
lcl|U00096.3_cds_AAC73657.1_546,51.3
lcl|U00096.3_cds_ABD18640.1_547,56.83
lcl|U00096.3_cds_AAC73658.1_548,41.5
lcl|U00096.3_cds_AAC73659.2_549,31.63
lcl|U00096.3_cds_AAC73660.1_550,39.61
lcl|U00096.3_cds_ABP93436.1_551,43.59
lcl|U00096.3_cds_AAC73661.1_552,52.56
lcl|U00096.3_cds_AYC08183.1_553,48.94
lcl|U00096.3_cds_AYC08184.1_554,49.46
lcl|U00096.3_cds_AAC73665.1_555,31.73
lcl|U00096.3_cds_AAC73666.1_556,43.4
lcl|U00096.3_cds_AAC73667.1_557,46.33
lcl|U00096.3_cds_AAC73668.1_558,52.3
lcl|U00096.3_cds_AAC73669.1_559,55.06
lcl|U00096.3_cds_AAC73670.1_560,52.5
lcl|U00096.3_cds_AAC73671.1_561,52.04
lcl|U00096.3_cds_AAC73672.1_562,53.8
lcl|U00096.3_cds_AAC73673.1_563,51.24
lcl|U00096.3_cds_AAC73674.1_564,45.35
lcl|U00096.3_cds_AAC73675.1_565,55.72
lcl|U00096.3_cds_AAC73676.1_566,55.69
lcl|U00096.3_cds_AAC73677.1_567,52.51
lcl|U00096.3_cds_AAC73678.1_568,47.52
lcl|U00096.3_cds_AAC73679.1_569,51.53
lcl|U00096.3_cds_AAC73680.1_570,47.15
lcl|U00096.3_cds_AAC73681.1_571,50.6
lcl|U00096.3_cds_AAC73682.1_572,51.92
lcl|U00096.3_cds_AAT48125.1_573,47.71
lcl|U00096.3_cds_AAC73683.1_574,51.93
lcl|U00096.3_cds_AAC73684.2_575,47.5
lcl|U00096.3_cds_AAC73685.1_576,54.08
lcl|U00096.3_cds_AAC73686.2_577,54.95
lcl|U00096.3_cds_ABD18641.1_578,55.71
lcl|U00096.3_cds_AAC73687.1_579,56.54
lcl|U00096.3_cds_AAC73688.1_580,44.97
lcl|U00096.3_cds_AAC73689.1_581,53.92
lcl|U00096.3_cds_AAC73690.1_582,58.21
lcl|U00096.3_cds_AAC73691.1_583,61.0
lcl|U00096.3_cds_AAC73692.1_584,58.03
lcl|U00096.3_cds_AAC73693.1_585,55.07
lcl|U00096.3_cds_AAC73694.1_586,56.46
lcl|U00096.3_cds_AAC73695.1_587,56.05
lcl|U00096.3_cds_AAC73696.1_588,55.36
lcl|U00096.3_cds_AAC73697.1_589,57.97
lcl|U00096.3_cds_AAC73698.1_590,56.76
lcl|U00096.3_cds_AAC73699.1_591,57.22
lcl|U00096.3_cds_ABD18642.1_592,52.02
lcl|U00096.3_cds_AAC73700.1_593,55.19
lcl|U00096.3_cds_AAC73701.1_594,53.83
lcl|U00096.3_cds_AAC73702.1_595,46.83
lcl|U00096.3_cds_AAC73703.1_596,47.58
lcl|U00096.3_cds_AAC73704.1_597,38.65
lcl|U00096.3_cds_AAC73705.2_598,46.85
lcl|U00096.3_cds_AAC73706.1_599,50.0
lcl|U00096.3_cds_AAC73707.2_600,53.13
lcl|U00096.3_cds_AAC73708.1_601,49.88
lcl|U00096.3_cds_AAC73709.1_602,50.12
lcl|U00096.3_cds_AYC08185.1_603,44.44
lcl|U00096.3_cds_AAC73711.1_604,54.74
lcl|U00096.3_cds_AAC73712.1_605,51.18
lcl|U00096.3_cds_AAC73713.1_606,50.61
lcl|U00096.3_cds_AAC73714.1_607,54.72
lcl|U00096.3_cds_AAC73715.1_608,58.33
lcl|U00096.3_cds_AAC73716.1_609,56.36
lcl|U00096.3_cds_AAC73717.2_610,57.54
lcl|U00096.3_cds_AAC73718.1_611,55.89
lcl|U00096.3_cds_AAC73719.2_612,50.9
lcl|U00096.3_cds_AAC73720.1_613,50.09
lcl|U00096.3_cds_AAC73721.1_614,50.51
lcl|U00096.3_cds_AAC73722.1_615,50.94
lcl|U00096.3_cds_AAC73723.1_616,46.88
lcl|U00096.3_cds_AAC73724.1_617,43.81
lcl|U00096.3_cds_AAC73725.1_618,48.44
lcl|U00096.3_cds_AAC73728.1_619,50.0
lcl|U00096.3_cds_AAC73729.1_620,53.42
lcl|U00096.3_cds_AAC73730.2_621,44.86
lcl|U00096.3_cds_AAC73731.2_622,47.66
lcl|U00096.3_cds_AAC73732.1_623,46.21
lcl|U00096.3_cds_AAC73733.1_624,49.34
lcl|U00096.3_cds_AAC73734.1_625,57.3
lcl|U00096.3_cds_AAC73735.1_626,52.02
lcl|U00096.3_cds_AAC73736.1_627,52.52
lcl|U00096.3_cds_AAC73737.1_628,58.33
lcl|U00096.3_cds_AAC73738.2_629,51.26
lcl|U00096.3_cds_AAC73739.1_630,51.14
lcl|U00096.3_cds_AAC73740.1_631,50.0
lcl|U00096.3_cds_AAC73741.1_632,52.33
lcl|U00096.3_cds_AAC73742.1_633,52.23
lcl|U00096.3_cds_AAC73743.1_634,53.35
lcl|U00096.3_cds_AAC73744.1_635,52.59
lcl|U00096.3_cds_AAC73745.2_636,47.03
lcl|U00096.3_cds_AAC73746.1_637,45.76
lcl|U00096.3_cds_AAC73747.1_638,47.48
lcl|U00096.3_cds_AAC73748.1_639,42.7
lcl|U00096.3_cds_AAC73749.1_640,47.6
lcl|U00096.3_cds_AAC73750.1_641,47.73
lcl|U00096.3_cds_AAC73751.1_642,50.03
lcl|U00096.3_cds_AAC73752.1_643,50.85
lcl|U00096.3_cds_AAC73753.1_644,52.34
lcl|U00096.3_cds_AAC73754.1_645,50.22
lcl|U00096.3_cds_AAC73755.1_646,52.5
lcl|U00096.3_cds_AAC73756.1_647,48.73
lcl|U00096.3_cds_AAC73757.2_648,55.05
lcl|U00096.3_cds_AAC73758.1_649,55.69
lcl|U00096.3_cds_AAC73759.1_650,51.54
lcl|U00096.3_cds_AAC73760.1_651,51.71
lcl|U00096.3_cds_AAC73761.2_652,54.37
lcl|U00096.3_cds_AAC73762.1_653,54.18
lcl|U00096.3_cds_AAC73763.1_654,57.14
lcl|U00096.3_cds_AAC73768.1_655,52.13
lcl|U00096.3_cds_AAC73769.1_656,52.99
lcl|U00096.3_cds_AAC73770.1_657,52.99
lcl|U00096.3_cds_AAC73771.1_658,51.78
lcl|U00096.3_cds_AAC73772.1_659,48.81
lcl|U00096.3_cds_AAC73773.1_660,54.75
lcl|U00096.3_cds_AAC73774.1_661,52.49
lcl|U00096.3_cds_AAC73775.1_662,51.24
lcl|U00096.3_cds_AAC73776.1_663,48.01
lcl|U00096.3_cds_AAC73777.1_664,47.87
lcl|U00096.3_cds_ABV59574.1_665,40.23
lcl|U00096.3_cds_AAC73778.1_666,48.96
lcl|U00096.3_cds_AAC73779.2_667,53.74
lcl|U00096.3_cds_AAC73780.1_668,50.85
lcl|U00096.3_cds_AAC73781.1_669,49.63
lcl|U00096.3_cds_AAC73782.1_670,55.27
lcl|U00096.3_cds_AAC73783.1_671,45.45
lcl|U00096.3_cds_AAC73786.1_672,50.61
lcl|U00096.3_cds_AAC73787.1_673,49.34
lcl|U00096.3_cds_QNV50557.1_674,42.86
lcl|U00096.3_cds_AAC73788.1_675,56.64
lcl|U00096.3_cds_AAC73789.1_676,57.58
lcl|U00096.3_cds_AAC73790.1_677,53.58
lcl|U00096.3_cds_AAC73791.1_678,56.22
lcl|U00096.3_cds_AAC73792.1_679,55.5
lcl|U00096.3_cds_ABD18643.1_680,48.89
lcl|U00096.3_cds_AAC73793.1_681,50.24
lcl|U00096.3_cds_AAC73794.1_682,59.16
lcl|U00096.3_cds_AAC73796.1_683,31.19
lcl|U00096.3_cds_AAC73798.1_684,36.67
lcl|U00096.3_cds_AYC08186.1_685,38.04
lcl|U00096.3_cds_AAC73800.1_686,39.63
lcl|U00096.3_cds_AAC73801.1_687,50.39
lcl|U00096.3_cds_AAC73802.1_688,53.49
lcl|U00096.3_cds_AAC73803.1_689,52.43
lcl|U00096.3_cds_AAC73804.1_690,53.49
lcl|U00096.3_cds_AAC73805.1_691,57.84
lcl|U00096.3_cds_AAC73806.1_692,55.52
lcl|U00096.3_cds_AAC73807.1_693,57.69
lcl|U00096.3_cds_AAC73808.1_694,52.4
lcl|U00096.3_cds_AAC73809.2_695,56.16
lcl|U00096.3_cds_AAC73810.2_696,44.92
lcl|U00096.3_cds_AAC73811.1_697,47.74
lcl|U00096.3_cds_AAC73812.2_698,49.96
lcl|U00096.3_cds_AAC73813.1_699,46.74
lcl|U00096.3_cds_AAC73814.1_700,50.7
lcl|U00096.3_cds_QNV50521.1_701,33.33
lcl|U00096.3_cds_AYC08187.1_702,34.26
lcl|U00096.3_cds_AAC73815.1_703,49.23
lcl|U00096.3_cds_AAC73816.1_704,51.15
lcl|U00096.3_cds_AAC73817.1_705,56.31
lcl|U00096.3_cds_AAC73818.1_706,51.6
lcl|U00096.3_cds_AAC73820.1_707,55.67
lcl|U00096.3_cds_AAC73821.1_708,55.91
lcl|U00096.3_cds_AAC73822.1_709,54.33
lcl|U00096.3_cds_AAC73823.1_710,53.79
lcl|U00096.3_cds_AAC73824.1_711,48.13
lcl|U00096.3_cds_AAC73825.1_712,54.58
lcl|U00096.3_cds_AAC73826.1_713,49.35
lcl|U00096.3_cds_AAC73827.2_714,52.9
lcl|U00096.3_cds_AAC73828.1_715,53.86
lcl|U00096.3_cds_ABD18645.1_716,51.75
lcl|U00096.3_cds_AAC73829.1_717,49.66
lcl|U00096.3_cds_AAC73830.1_718,49.63
lcl|U00096.3_cds_AAC73831.1_719,50.51
lcl|U00096.3_cds_AAC73832.1_720,51.75
lcl|U00096.3_cds_AAC73833.1_721,52.29
lcl|U00096.3_cds_AAC73834.1_722,53.13
lcl|U00096.3_cds_AAC73835.1_723,51.34
lcl|U00096.3_cds_AAC73836.1_724,49.49
lcl|U00096.3_cds_AAC73837.1_725,50.19
lcl|U00096.3_cds_AAC73838.1_726,48.19
lcl|U00096.3_cds_AAC73839.1_727,53.08
lcl|U00096.3_cds_AAC73840.1_728,50.39
lcl|U00096.3_cds_AAC73841.1_729,52.14
lcl|U00096.3_cds_AAC73842.1_730,51.0
lcl|U00096.3_cds_AAC73843.1_731,55.62
lcl|U00096.3_cds_AAC73844.1_732,52.92
lcl|U00096.3_cds_AAC73845.1_733,55.78
lcl|U00096.3_cds_AAC73846.1_734,54.38
lcl|U00096.3_cds_AAC73847.1_735,52.68
lcl|U00096.3_cds_AAC73848.1_736,52.6
lcl|U00096.3_cds_AAC73849.1_737,41.33
lcl|U00096.3_cds_AAC73850.1_738,50.9
lcl|U00096.3_cds_AAC73851.1_739,54.06
lcl|U00096.3_cds_AAC73852.1_740,53.54
lcl|U00096.3_cds_AAC73853.1_741,51.53
lcl|U00096.3_cds_AAC73854.1_742,55.12
lcl|U00096.3_cds_AAC73855.2_743,44.76
lcl|U00096.3_cds_AAC73856.1_744,48.81
lcl|U00096.3_cds_AAC73857.1_745,49.79
lcl|U00096.3_cds_AAC73858.2_746,51.46
lcl|U00096.3_cds_AAC73859.1_747,53.35
lcl|U00096.3_cds_AAC73860.1_748,52.41
lcl|U00096.3_cds_AAC73861.1_749,56.28
lcl|U00096.3_cds_AAC73862.1_750,55.52
lcl|U00096.3_cds_AAC73863.1_751,58.01
lcl|U00096.3_cds_AAC73864.1_752,56.48
lcl|U00096.3_cds_AAC73865.1_753,53.69
lcl|U00096.3_cds_AAC73866.1_754,53.56
lcl|U00096.3_cds_AAC73867.1_755,51.38
lcl|U00096.3_cds_AAC73868.1_756,54.14
lcl|U00096.3_cds_AAC73869.1_757,52.05
lcl|U00096.3_cds_AAC73870.1_758,55.97
lcl|U00096.3_cds_AAC73871.1_759,55.69
lcl|U00096.3_cds_AAC73872.1_760,56.73
lcl|U00096.3_cds_AAC73873.1_761,48.65
lcl|U00096.3_cds_AAC73874.1_762,42.3
lcl|U00096.3_cds_AAC73875.1_763,52.35
lcl|U00096.3_cds_AAC73876.1_764,54.43
lcl|U00096.3_cds_AAC73877.1_765,55.51
lcl|U00096.3_cds_AAC73878.1_766,54.5
lcl|U00096.3_cds_AAC73879.1_767,52.3
lcl|U00096.3_cds_AAC73880.1_768,55.11
lcl|U00096.3_cds_AAC73881.2_769,55.56
lcl|U00096.3_cds_AAC73882.1_770,57.06
lcl|U00096.3_cds_AAC73883.2_771,54.17
lcl|U00096.3_cds_AAC73884.1_772,56.7
lcl|U00096.3_cds_AAC73885.1_773,50.31
lcl|U00096.3_cds_AAC73886.1_774,54.07
lcl|U00096.3_cds_AAC73887.1_775,55.66
lcl|U00096.3_cds_AAC73888.1_776,55.62
lcl|U00096.3_cds_QNV50522.1_777,51.67
lcl|U00096.3_cds_AAC73889.1_778,50.57
lcl|U00096.3_cds_AAC73890.1_779,52.06
lcl|U00096.3_cds_AAC73891.2_780,52.95
lcl|U00096.3_cds_AAC73892.1_781,53.83
lcl|U00096.3_cds_AAC73893.2_782,52.49
lcl|U00096.3_cds_AAC73894.2_783,54.15
lcl|U00096.3_cds_AAC73895.2_784,53.32
lcl|U00096.3_cds_AAC73896.1_785,53.94
lcl|U00096.3_cds_AAC73897.1_786,53.48
lcl|U00096.3_cds_AAC73898.1_787,48.73
lcl|U00096.3_cds_AAC73899.1_788,49.01
lcl|U00096.3_cds_AAC73900.1_789,53.49
lcl|U00096.3_cds_AYC08188.1_790,40.91
lcl|U00096.3_cds_AAC73901.1_791,51.36
lcl|U00096.3_cds_AAC73902.1_792,48.36
lcl|U00096.3_cds_AHA50631.1_793,41.09
lcl|U00096.3_cds_AAC73904.1_794,54.06
lcl|U00096.3_cds_AAC73905.1_795,52.28
lcl|U00096.3_cds_AAC73906.1_796,52.99
lcl|U00096.3_cds_AAC73907.1_797,52.79
lcl|U00096.3_cds_AAC73908.1_798,55.61
lcl|U00096.3_cds_AAC73909.1_799,46.69
lcl|U00096.3_cds_AAC73910.1_800,54.99
lcl|U00096.3_cds_AAC73911.2_801,54.11
lcl|U00096.3_cds_AAC73912.2_802,54.15
lcl|U00096.3_cds_AAC73913.1_803,55.2
lcl|U00096.3_cds_AAC73914.1_804,56.39
lcl|U00096.3_cds_AAC73915.1_805,56.52
lcl|U00096.3_cds_AAC73916.2_806,54.01
lcl|U00096.3_cds_AAC73917.1_807,52.24
lcl|U00096.3_cds_AAC73918.1_808,53.53
lcl|U00096.3_cds_AAC73919.1_809,53.07
lcl|U00096.3_cds_AAC73920.1_810,41.59
lcl|U00096.3_cds_AAC73921.1_811,43.49
lcl|U00096.3_cds_AAC73922.1_812,52.64
lcl|U00096.3_cds_AAC73923.1_813,48.7
lcl|U00096.3_cds_AAC73924.1_814,51.7
lcl|U00096.3_cds_AAC73925.2_815,51.99
lcl|U00096.3_cds_AAC73926.1_816,51.7
lcl|U00096.3_cds_AAC73927.1_817,50.72
lcl|U00096.3_cds_AAC73928.1_818,51.59
lcl|U00096.3_cds_AAC73929.1_819,52.39
lcl|U00096.3_cds_AAC73930.1_820,52.98
lcl|U00096.3_cds_AAC73931.2_821,45.59
lcl|U00096.3_cds_AAC73932.1_822,54.92
lcl|U00096.3_cds_AAC73933.1_823,51.58
lcl|U00096.3_cds_AAC73934.1_824,51.54
lcl|U00096.3_cds_AAC73935.1_825,49.74
lcl|U00096.3_cds_AAC73936.1_826,44.96
lcl|U00096.3_cds_AAC73937.1_827,50.35
lcl|U00096.3_cds_AAC73938.1_828,52.56
lcl|U00096.3_cds_AAC73939.1_829,56.26
lcl|U00096.3_cds_AAC73940.1_830,48.43
lcl|U00096.3_cds_AAC73941.1_831,50.85
lcl|U00096.3_cds_AAC73942.2_832,55.2
lcl|U00096.3_cds_AAC73943.1_833,50.94
lcl|U00096.3_cds_AAC73944.1_834,54.73
lcl|U00096.3_cds_AAC73945.1_835,52.15
lcl|U00096.3_cds_AAC73946.1_836,54.61
lcl|U00096.3_cds_AAC73947.1_837,44.81
lcl|U00096.3_cds_AAC73948.1_838,52.17
lcl|U00096.3_cds_AAC73949.1_839,54.95
lcl|U00096.3_cds_AAC73950.1_840,50.27
lcl|U00096.3_cds_AAC73951.1_841,52.67
lcl|U00096.3_cds_AAC73952.1_842,53.88
lcl|U00096.3_cds_AAC73953.1_843,54.01
lcl|U00096.3_cds_AAC73954.1_844,56.08
lcl|U00096.3_cds_AAC73955.2_845,54.44
lcl|U00096.3_cds_AAC73956.2_846,55.0
lcl|U00096.3_cds_AAC73957.1_847,56.19
lcl|U00096.3_cds_AAC73958.1_848,54.04
lcl|U00096.3_cds_AAC73959.1_849,55.42
lcl|U00096.3_cds_AAC73960.2_850,54.75
lcl|U00096.3_cds_AAC73961.2_851,48.22
lcl|U00096.3_cds_AAC73962.1_852,52.3
lcl|U00096.3_cds_AAC73963.1_853,53.1
lcl|U00096.3_cds_AAC73964.1_854,49.95
lcl|U00096.3_cds_AAC73965.2_855,53.05
lcl|U00096.3_cds_AAC73966.1_856,53.93
lcl|U00096.3_cds_AAC73967.1_857,48.44
lcl|U00096.3_cds_QNV50523.1_858,38.67
lcl|U00096.3_cds_AAC73968.1_859,45.17
lcl|U00096.3_cds_AAC73969.1_860,52.61
lcl|U00096.3_cds_AAC73970.1_861,48.4
lcl|U00096.3_cds_AAC73971.1_862,54.04
lcl|U00096.3_cds_AAC73972.1_863,53.77
lcl|U00096.3_cds_AAC73973.1_864,53.65
lcl|U00096.3_cds_AAC73974.1_865,53.62
lcl|U00096.3_cds_AAC73975.1_866,47.88
lcl|U00096.3_cds_AAC73976.1_867,54.01
lcl|U00096.3_cds_AAC73977.2_868,50.98
lcl|U00096.3_cds_AAC73978.1_869,53.57
lcl|U00096.3_cds_AAC73979.1_870,52.67
lcl|U00096.3_cds_AAC73980.2_871,52.72
lcl|U00096.3_cds_AAC73981.1_872,51.78
lcl|U00096.3_cds_AAC73982.1_873,54.63
lcl|U00096.3_cds_AAC73983.1_874,46.25
lcl|U00096.3_cds_AAC73984.1_875,52.05
lcl|U00096.3_cds_AAC73985.2_876,47.17
lcl|U00096.3_cds_AAC73986.1_877,46.64
lcl|U00096.3_cds_AAC73987.1_878,42.81
lcl|U00096.3_cds_AAC73988.1_879,50.34
lcl|U00096.3_cds_AAC73989.1_880,51.2
lcl|U00096.3_cds_AAC73990.1_881,48.95
lcl|U00096.3_cds_AAC73991.2_882,51.56
lcl|U00096.3_cds_AAC73992.1_883,47.62
lcl|U00096.3_cds_AAC73993.1_884,50.14
lcl|U00096.3_cds_AAC73994.1_885,50.78
lcl|U00096.3_cds_AAC73995.2_886,49.93
lcl|U00096.3_cds_AAC73996.1_887,53.65
lcl|U00096.3_cds_AAC73997.1_888,51.19
lcl|U00096.3_cds_AAC73998.1_889,49.12
lcl|U00096.3_cds_AAC73999.2_890,49.49
lcl|U00096.3_cds_AAC74000.1_891,50.89
lcl|U00096.3_cds_AAC74001.1_892,54.71
lcl|U00096.3_cds_AAC74002.1_893,52.31
lcl|U00096.3_cds_AAC74003.1_894,48.09
lcl|U00096.3_cds_AAC74004.1_895,52.74
lcl|U00096.3_cds_AAC74005.1_896,52.46
lcl|U00096.3_cds_AAC74006.1_897,52.18
lcl|U00096.3_cds_AAC74007.1_898,51.53
lcl|U00096.3_cds_AAC74008.1_899,52.83
lcl|U00096.3_cds_AAC74009.2_900,51.63
lcl|U00096.3_cds_AAC74010.1_901,55.66
lcl|U00096.3_cds_AAC74011.1_902,53.14
lcl|U00096.3_cds_AAC74012.1_903,49.73
lcl|U00096.3_cds_AAC74013.1_904,51.54
lcl|U00096.3_cds_AAC74014.1_905,52.23
lcl|U00096.3_cds_AAC74015.1_906,47.75
lcl|U00096.3_cds_AAC74016.1_907,52.39
lcl|U00096.3_cds_AAC74017.1_908,51.21
lcl|U00096.3_cds_AAC74018.1_909,53.46
lcl|U00096.3_cds_AAC74019.1_910,55.6
lcl|U00096.3_cds_AAC74020.2_911,55.81
lcl|U00096.3_cds_AAC74021.1_912,56.98
lcl|U00096.3_cds_AAC74022.2_913,52.4
lcl|U00096.3_cds_AAC74023.1_914,54.17
lcl|U00096.3_cds_AAC74024.2_915,42.41
lcl|U00096.3_cds_AAC74025.1_916,45.01
lcl|U00096.3_cds_AAC74026.1_917,47.87
lcl|U00096.3_cds_AAC74027.1_918,48.27
lcl|U00096.3_cds_AAC74028.1_919,47.15
lcl|U00096.3_cds_AAC74029.2_920,47.29
lcl|U00096.3_cds_AAC74030.2_921,51.76
lcl|U00096.3_cds_AAC74031.1_922,46.98
lcl|U00096.3_cds_AAC74032.2_923,49.36
lcl|U00096.3_cds_AAC74033.1_924,50.45
lcl|U00096.3_cds_AAC74034.1_925,54.24
lcl|U00096.3_cds_AAC74035.1_926,52.41
lcl|U00096.3_cds_AAC74036.1_927,52.23
lcl|U00096.3_cds_AAC74037.1_928,50.21
lcl|U00096.3_cds_AAC74038.2_929,52.13
lcl|U00096.3_cds_AAC74039.1_930,54.17
lcl|U00096.3_cds_AAC74040.1_931,53.18
lcl|U00096.3_cds_AAC74041.1_932,51.79
lcl|U00096.3_cds_AAC74042.1_933,46.14
lcl|U00096.3_cds_AAC74043.1_934,53.79
lcl|U00096.3_cds_AAC74044.1_935,48.24
lcl|U00096.3_cds_AAC74045.1_936,48.1
lcl|U00096.3_cds_AAC74046.2_937,52.23
lcl|U00096.3_cds_AAC74047.1_938,48.32
lcl|U00096.3_cds_AAC74048.1_939,53.04
lcl|U00096.3_cds_AAC74049.2_940,52.72
lcl|U00096.3_cds_AAC74050.1_941,50.68
lcl|U00096.3_cds_AAC74051.2_942,54.35
lcl|U00096.3_cds_AAC74052.2_943,55.66
lcl|U00096.3_cds_AAC74053.2_944,51.81
lcl|U00096.3_cds_AAC74054.1_945,52.33
lcl|U00096.3_cds_AAC74055.2_946,46.67
lcl|U00096.3_cds_AAC74056.1_947,51.21
lcl|U00096.3_cds_AAC74057.1_948,56.12
lcl|U00096.3_cds_AAC74058.1_949,56.52
lcl|U00096.3_cds_AAC74059.1_950,51.84
lcl|U00096.3_cds_AAC74060.1_951,58.84
lcl|U00096.3_cds_AAC74061.1_952,56.64
lcl|U00096.3_cds_AAC74062.1_953,54.9
lcl|U00096.3_cds_AAC74063.1_954,54.05
lcl|U00096.3_cds_AAC74064.1_955,53.21
lcl|U00096.3_cds_ABP93439.1_956,46.24
lcl|U00096.3_cds_AAC74065.1_957,53.89
lcl|U00096.3_cds_AAC74066.1_958,50.53
lcl|U00096.3_cds_AAC74067.2_959,52.35
lcl|U00096.3_cds_AAC74068.1_960,50.96
lcl|U00096.3_cds_AAC74069.1_961,51.98
lcl|U00096.3_cds_AAC74070.1_962,52.34
lcl|U00096.3_cds_AAC74071.1_963,47.6
lcl|U00096.3_cds_AAC74072.2_964,57.52
lcl|U00096.3_cds_ABD18646.1_965,52.9
lcl|U00096.3_cds_AAC74073.1_966,54.76
lcl|U00096.3_cds_AAC74074.1_967,46.95
lcl|U00096.3_cds_AAC74075.1_968,44.13
lcl|U00096.3_cds_AYC08189.1_969,46.56
lcl|U00096.3_cds_AAC74076.1_970,41.56
lcl|U00096.3_cds_ABD18647.1_971,39.66
lcl|U00096.3_cds_AAC74077.1_972,49.16
lcl|U00096.3_cds_AAC74078.2_973,53.77
lcl|U00096.3_cds_AAC74079.1_974,53.45
lcl|U00096.3_cds_AAC74080.1_975,52.38
lcl|U00096.3_cds_AAC74081.1_976,51.24
lcl|U00096.3_cds_AAC74082.1_977,55.32
lcl|U00096.3_cds_AAC74083.1_978,53.33
lcl|U00096.3_cds_AAC74084.1_979,54.25
lcl|U00096.3_cds_AAC74085.1_980,52.88
lcl|U00096.3_cds_AAC74086.1_981,34.13
lcl|U00096.3_cds_AAC74087.1_982,51.61
lcl|U00096.3_cds_AAC74088.1_983,46.93
lcl|U00096.3_cds_AAC74089.1_984,53.94
lcl|U00096.3_cds_AAC74090.2_985,51.15
lcl|U00096.3_cds_AAC74091.2_986,54.03
lcl|U00096.3_cds_AAC74092.2_987,58.99
lcl|U00096.3_cds_AAC74093.1_988,57.19
lcl|U00096.3_cds_AAC74094.1_989,57.93
lcl|U00096.3_cds_AAC74095.1_990,54.01
lcl|U00096.3_cds_AAC74096.2_991,55.41
lcl|U00096.3_cds_AAC74097.1_992,55.09
lcl|U00096.3_cds_AAC74098.1_993,51.33
lcl|U00096.3_cds_AAC74099.1_994,56.98
lcl|U00096.3_cds_AYC08190.2_995,37.04
lcl|U00096.3_cds_AAC74100.1_996,53.68
lcl|U00096.3_cds_AAC74103.1_997,51.33
lcl|U00096.3_cds_AAC74104.1_998,53.77
lcl|U00096.3_cds_AAC74105.1_999,52.21
lcl|U00096.3_cds_AAC74106.1_1000,44.2
lcl|U00096.3_cds_AAC74107.1_1001,46.68
lcl|U00096.3_cds_AAC74108.1_1002,44.43
lcl|U00096.3_cds_AAC74109.1_1003,47.32
lcl|U00096.3_cds_AAC74110.1_1004,38.56
lcl|U00096.3_cds_AAC74111.1_1005,55.13
lcl|U00096.3_cds_AAC74112.2_1006,50.0
lcl|U00096.3_cds_AAC74114.1_1007,40.53
lcl|U00096.3_cds_AAC74117.2_1008,51.22
lcl|U00096.3_cds_AAC74118.1_1009,48.37
lcl|U00096.3_cds_AAC74119.1_1010,53.51
lcl|U00096.3_cds_AAC74120.2_1011,53.86
lcl|U00096.3_cds_AAC74121.1_1012,50.12
lcl|U00096.3_cds_AAC74122.1_1013,42.45
lcl|U00096.3_cds_AAC74123.1_1014,43.08
lcl|U00096.3_cds_AAC74124.1_1015,41.78
lcl|U00096.3_cds_AAC74125.1_1016,41.89
lcl|U00096.3_cds_AAC74126.1_1017,51.1
lcl|U00096.3_cds_AAC74127.1_1018,42.64
lcl|U00096.3_cds_AAC74128.1_1019,43.59
lcl|U00096.3_cds_AAC74129.1_1020,51.69
lcl|U00096.3_cds_AAC74130.2_1021,50.7
lcl|U00096.3_cds_AAC74131.1_1022,43.87
lcl|U00096.3_cds_AAC74132.1_1023,49.87
lcl|U00096.3_cds_AAC74133.1_1024,54.95
lcl|U00096.3_cds_AAC74134.1_1025,50.44
lcl|U00096.3_cds_AAC74135.2_1026,50.13
lcl|U00096.3_cds_AAC74137.1_1027,52.49
lcl|U00096.3_cds_AAC74138.1_1028,52.99
lcl|U00096.3_cds_AAC74139.1_1029,49.76
lcl|U00096.3_cds_AAC74140.1_1030,47.4
lcl|U00096.3_cds_AAC74141.1_1031,51.15
lcl|U00096.3_cds_AAC74142.1_1032,37.59
lcl|U00096.3_cds_AAC74143.1_1033,52.46
lcl|U00096.3_cds_AAC74144.1_1034,45.1
